UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8618,L18618,L,302.1,310.8,1414,49.5,88,0,0,0,0,0,0
8619,L18619,L,302.1,312.5,1522,42.9,137,0,0,0,0,0,0
8620,L18620,L,302.2,310.5,1381,37.7,210,0,0,0,0,0,0
8621,H18621,H,302.2,311.8,1583,36.2,188,0,0,0,0,0,0
8622,L18622,L,302.3,312.5,1460,41.7,104,0,0,0,0,0,0
8623,M18623,M,302.3,314.7,1495,47.0,111,0,0,0,0,0,0
8624,H18624,H,302.3,312.6,1510,40.8,128,0,0,0,0,0,0
8625,L18625,L,302.2,312.4,1453,39.2,174,0,0,0,0,0,0
8626,M18626,M,302.2,312.1,1627,35.8,97,0,0,0,0,0,0
8627,L18627,L,302.1,310.8,1339,42.2,184,0,0,0,0,0,0
8628,H18628,H,302.1,312.2,1628,41.9,13,0,0,0,0,0,0
8629,L18629,L,302.1,312.2,1465,35.7,152,0,0,0,0,0,0
8630,M18630,M,302.1,311.1,1592,46.2,217,0,0,0,0,0,0
8631,M18631,M,302.1,310.9,1520,50.2,20,0,0,0,0,0,0
8632,L18632,L,302.1,311.7,1585,40.3,15,0,0,0,0,0,0
8633,L18633,L,302.1,312.2,1488,41.8,201,0,0,0,0,0,0
8634,L18634,L,302.2,311.8,1524,33.4,159,0,0,0,0,0,0
8635,L18635,L,302.2,311.1,1610,44.4,235,0,0,0,0,0,0
8636,H18636,H,302.2,312.5,1510,42.8,172,0,0,0,0,0,0
8637,H18637,H,302.2,312.7,1633,38.0,63,0,0,0,0,0,0
8638,L18638,L,302.2,312.3,1535,35.5,83,0,0,0,0,0,0
8639,M18639,M,302.1,311.5,1427,51.1,72,0,0,0,0,0,0
8640,M18640,M,302.0,312.6,1465,42.3,59,0,0,0,0,0,0
8641,H18641,H,302.0,311.8,1589,34.5,249,0,0,0,0,0,0
8642,L18642,L,302.1,310.9,1376,45.1,97,0,0,0,0,0,0
8643,L18643,L,302.1,313.1,1579,41.4,222,0,0,0,0,0,0
8644,L18644,L,302.0,312.4,1463,40.4,146,0,0,0,0,0,0
8645,M18645,M,302.0,311.9,1371,45.9,46,0,0,0,0,0,0
8646,L18646,L,302.1,310.5,1521,24.3,222,0,0,0,0,0,0
8647,L18647,L,302.0,311.3,1430,29.2,191,0,0,0,0,0,0
8648,L18648,L,302.0,314.0,1443,48.3,157,0,0,0,0,0,0
8649,M18649,M,302.1,310.5,1437,39.2,46,0,0,0,0,0,0
8650,L18650,L,302.1,311.9,1511,37.4,215,0,0,0,0,0,0
8651,L18651,L,302.2,312.2,1461,32.0,32,0,0,0,0,0,0
8652,L18652,L,302.1,312.4,1539,41.2,209,0,0,0,0,0,0
8653,L18653,L,302.0,310.5,1601,41.9,20,0,0,0,0,0,0
8654,M18654,M,302.1,312.2,1554,48.6,94,0,0,0,0,0,0
8655,L18655,L,302.1,310.4,1681,42.2,62,0,0,0,0,0,0
8656,L18656,L,302.1,312.2,1705,38.2,230,0,0,0,0,0,0
8657,M18657,M,302.2,311.5,1471,42.4,41,0,0,0,0,0,0
8658,L18658,L,302.1,311.2,1385,46.7,188,0,0,0,0,0,0
8659,L18659,L,302.1,313.0,1471,45.3,104,0,0,0,0,0,0
8660,H18660,H,302.1,311.8,1512,43.7,125,0,0,0,0,0,0
8661,L18661,L,302.1,312.6,1723,41.6,114,0,0,0,0,0,0
8662,L18662,L,302.1,312.6,1463,36.5,42,0,0,0,0,0,0
8663,L18663,L,302.0,313.3,1528,33.8,67,0,0,0,0,0,0
8664,L18664,L,302.0,310.8,1432,32.9,25,0,0,0,0,0,0
8665,M18665,M,301.9,312.9,1465,42.4,160,0,0,0,0,0,0
8666,M18666,M,301.9,312.0,1379,43.0,107,0,0,0,0,0,0
8667,M18667,M,301.9,311.5,1354,46.6,32,0,0,0,0,0,0
8668,L18668,L,301.9,310.8,1636,43.4,48,0,0,0,0,0,0
8669,L18669,L,302.0,312.6,1607,46.3,83,0,0,0,0,0,0
8670,H18670,H,302.1,311.1,1463,39.2,40,0,0,0,0,0,0
8671,H18671,H,302.1,312.6,1606,44.6,199,0,0,0,0,0,0
8672,L18672,L,302.1,314.0,1369,34.0,35,0,0,0,0,0,0
8673,L18673,L,302.2,313.1,1483,39.6,199,0,0,0,0,0,0
8674,L18674,L,302.1,313.5,1517,29.0,94,0,0,0,0,0,0
8675,L18675,L,302.1,311.3,1627,40.2,118,0,0,0,0,0,0
8676,L18676,L,302.1,312.8,1520,47.3,149,0,0,0,0,0,0
8677,L18677,L,302.0,310.9,1554,40.4,233,0,0,0,0,0,0
8678,M18678,M,302.1,311.9,1453,44.3,241,0,0,0,0,0,0
8679,M18679,M,302.2,313.9,1526,41.6,174,0,0,0,0,0,0
8680,L18680,L,302.3,311.7,1626,36.6,82,0,0,0,0,0,0
8681,L18681,L,302.3,313.4,1338,38.9,19,0,0,0,0,0,0
8682,H18682,H,302.3,313.3,1614,47.1,86,0,0,0,0,0,0
8683,L18683,L,302.3,313.4,1479,44.3,151,0,0,0,0,0,0
8684,M18684,M,302.4,311.1,1359,36.3,125,0,0,0,0,0,0
8685,L18685,L,302.3,312.8,1473,31.7,170,0,0,0,0,0,0
8686,M18686,M,302.2,312.0,1629,41.2,215,0,0,0,0,0,0
8687,L18687,L,302.1,313.2,1452,36.5,99,0,0,0,0,0,0
8688,L18688,L,302.1,310.4,1530,38.9,72,0,0,0,0,0,0
8689,L18689,L,302.1,312.5,1339,31.3,231,0,0,0,0,0,0
8690,L18690,L,302.2,312.4,1317,46.2,15,0,0,0,0,0,0
8691,L18691,L,302.2,310.2,1392,39.4,26,0,0,0,0,0,0
8692,M18692,M,302.2,311.3,1601,40.3,44,0,0,0,0,0,0
8693,L18693,L,302.3,310.4,1495,35.0,164,0,0,0,0,0,0
8694,L18694,L,302.2,311.5,1610,38.3,12,0,0,0,0,0,0
8695,M18695,M,302.2,312.7,1616,40.7,178,0,0,0,0,0,0
8696,M18696,M,302.1,312.3,1424,36.3,1,0,0,0,0,0,0
8697,H18697,H,302.2,312.3,1657,38.7,75,0,0,0,0,0,0
8698,M18698,M,302.1,311.1,1446,48.3,104,0,0,0,0,0,0
8699,L18699,L,302.1,313.2,1600,29.5,96,0,0,0,0,0,0
8700,M18700,M,302.1,312.1,1596,41.1,86,0,0,0,0,0,0
8701,H18701,H,302.1,312.1,1507,35.3,58,0,0,0,0,0,0
8702,H18702,H,302.1,313.0,1507,48.0,13,0,0,0,0,0,0
8703,L18703,L,302.1,311.1,1532,38.9,102,0,0,0,0,0,0
8704,L18704,L,302.1,312.3,1512,33.7,176,0,0,0,0,0,0
8705,L18705,L,302.2,312.6,1461,38.7,29,0,0,0,0,0,0
8706,M18706,M,302.1,311.6,1452,42.1,246,0,0,0,0,0,0
8707,M18707,M,302.1,312.7,1462,56.7,109,0,0,0,0,0,0
8708,M18708,M,302.1,312.6,1622,27.3,240,1,1,0,0,0,0
8709,L18709,L,302.1,312.0,1341,32.8,97,0,0,0,0,0,0
8710,M18710,M,302.0,311.9,1450,47.8,8,0,0,0,0,0,0
8711,H18711,H,302.1,312.7,1467,30.9,206,0,0,0,0,0,0
8712,L18712,L,302.1,312.9,1477,40.1,23,0,0,0,0,0,0
8713,M18713,M,302.1,312.2,1530,37.1,111,0,0,0,0,0,0
8714,L18714,L,302.1,313.2,1365,36.2,40,0,0,0,0,0,0
8715,H18715,H,302.2,312.9,1603,39.0,187,0,0,0,0,0,0
8716,H18716,H,302.1,310.3,1589,38.0,216,0,0,0,0,0,0
8717,M18717,M,302.1,310.7,1567,46.3,227,0,0,0,0,0,0
8718,M18718,M,302.2,313.4,1479,48.0,31,0,0,0,0,0,0
8719,H18719,H,302.2,312.0,1426,42.6,174,0,0,0,0,0,0
8720,L18720,L,302.2,312.3,1467,38.6,20,0,0,0,0,0,0
8721,L18721,L,302.1,313.3,1506,41.6,169,0,0,0,0,0,0
8722,M18722,M,302.2,312.2,1567,44.8,230,0,0,0,0,0,0
8723,L18723,L,302.2,312.3,1492,46.0,69,0,0,0,0,0,0
8724,L18724,L,302.2,311.3,1536,42.2,110,0,0,0,0,0,0
8725,H18725,H,302.2,312.6,1457,49.2,88,0,0,0,0,0,0
8726,M18726,M,302.2,312.8,1529,36.3,1,0,0,0,0,0,0
8727,L18727,L,302.1,311.5,1475,46.8,158,0,0,0,0,0,0
8728,L18728,L,302.1,311.2,1527,44.2,55,0,0,0,0,0,0
8729,L18729,L,302.2,314.8,1323,36.3,157,0,0,0,0,0,0
8730,L18730,L,302.2,312.1,1549,41.4,190,0,0,0,0,0,0
8731,L18731,L,302.2,311.5,1554,41.8,14,0,0,0,0,0,0
8732,M18732,M,302.2,312.9,1553,39.1,17,0,0,0,0,0,0
8733,L18733,L,302.2,312.2,1401,39.1,31,0,0,0,0,0,0
8734,L18734,L,302.2,311.1,1429,30.9,13,0,0,0,0,0,0
8735,L18735,L,302.2,312.7,1413,35.9,189,0,0,0,0,0,0
8736,H18736,H,302.2,311.3,1533,38.6,209,0,0,0,0,0,0
8737,L18737,L,302.3,313.9,1566,36.6,226,0,0,0,0,0,0
8738,L18738,L,302.3,312.8,1430,34.9,51,0,0,0,0,0,0
8739,L18739,L,302.2,311.9,1632,46.4,21,0,0,0,0,0,0
8740,M18740,M,302.2,312.4,1630,39.4,13,0,0,0,0,0,0
8741,M18741,M,302.2,313.1,1514,53.0,229,1,0,0,0,1,0
8742,L18742,L,302.3,312.4,1537,41.3,205,0,0,0,0,0,0
8743,L18743,L,302.3,314.4,1332,46.2,33,0,0,0,0,0,0
8744,L18744,L,302.2,313.4,1447,38.8,85,0,0,0,0,0,0
8745,M18745,M,302.3,312.8,1375,36.0,207,0,0,0,0,0,0
8746,M18746,M,302.3,311.4,1409,41.6,55,0,0,0,0,0,0
8747,L18747,L,302.4,312.3,1551,47.8,239,1,0,0,0,1,0
8748,L18748,L,302.4,312.9,1576,39.5,180,0,0,0,0,0,0
8749,L18749,L,302.4,311.6,1580,42.7,176,0,0,0,0,0,0
8750,L18750,L,302.4,313.7,1524,41.5,62,0,0,0,0,0,0
8751,M18751,M,302.5,311.5,1552,39.4,143,0,0,0,0,0,0
8752,L18752,L,302.5,311.9,1341,39.7,79,0,0,0,0,0,0
8753,L18753,L,302.5,312.0,1371,34.0,39,0,0,0,0,0,0
8754,L18754,L,302.5,313.2,1479,39.9,37,0,0,0,0,0,0
8755,H18755,H,302.5,311.7,1560,43.9,145,0,0,0,0,0,0
8756,H18756,H,302.6,310.8,1455,41.8,22,0,0,0,0,0,0
8757,L18757,L,302.5,313.6,1364,41.1,109,0,0,0,0,0,0
8758,L18758,L,302.6,312.1,1431,44.4,47,0,0,0,0,0,0
8759,L18759,L,302.5,311.4,1407,41.2,231,0,0,0,0,0,0
8760,L18760,L,302.5,311.8,1328,40.1,81,0,0,0,0,0,0
8761,L18761,L,302.5,314.2,1722,44.4,173,0,0,0,0,0,0
8762,M18762,M,302.5,311.8,1623,40.8,112,0,0,0,0,0,0
8763,M18763,M,302.5,312.3,1302,38.6,21,0,0,0,0,0,0
8764,H18764,H,302.5,312.1,1308,42.8,124,0,0,0,0,0,0
8765,L18765,L,302.5,311.3,1419,39.8,53,0,0,0,0,0,0
8766,H18766,H,302.6,311.8,1351,38.3,39,0,0,0,0,0,0
8767,M18767,M,302.6,311.3,1738,40.9,29,0,0,0,0,0,0
8768,L18768,L,302.6,313.5,1420,41.0,239,0,0,0,0,0,0
8769,L18769,L,302.6,312.7,1536,33.4,182,0,0,0,0,0,0
8770,L18770,L,302.5,315.0,1449,42.0,183,0,0,0,0,0,0
8771,L18771,L,302.5,311.8,1383,51.1,41,0,0,0,0,0,0
8772,L18772,L,302.4,311.6,1605,34.1,169,0,0,0,0,0,0
8773,M18773,M,302.4,314.0,1565,37.0,189,0,0,0,0,0,0
8774,L18774,L,302.4,313.5,1494,56.7,244,1,0,0,0,1,0
8775,H18775,H,302.4,312.8,1738,35.1,209,0,0,0,0,0,0
8776,L18776,L,302.4,311.3,1524,47.7,126,0,0,0,0,0,0
8777,H18777,H,302.4,314.1,1454,38.6,180,0,0,0,0,0,0
8778,L18778,L,302.3,312.3,1692,40.4,81,0,0,0,0,0,0
8779,M18779,M,302.3,311.9,1540,39.2,232,0,0,0,0,0,0
8780,L18780,L,302.3,313.5,1663,42.6,52,0,0,0,0,0,0
8781,L18781,L,302.3,312.3,1496,30.5,191,0,0,0,0,0,0
8782,H18782,H,302.3,311.2,1199,41.1,0,0,0,0,0,0,0
8783,L18783,L,302.3,312.3,1344,37.6,248,0,0,0,0,0,0
8784,M18784,M,302.2,311.4,1608,28.8,239,0,0,0,0,0,0
8785,M18785,M,302.3,309.3,1441,46.7,105,0,0,0,0,0,0
8786,L18786,L,302.3,311.4,1525,27.4,206,0,0,0,0,0,0
8787,L18787,L,302.3,311.7,1613,52.9,196,0,0,0,0,0,0
8788,M18788,M,302.3,311.1,1518,43.7,26,0,0,0,0,0,0
8789,L18789,L,302.3,312.9,1414,31.8,16,0,0,0,0,0,0
8790,M18790,M,302.3,311.6,1499,48.0,62,0,0,0,0,0,0
8791,H18791,H,302.3,312.8,1511,35.5,127,0,0,0,0,0,0
8792,L18792,L,302.3,311.1,1459,35.8,168,0,0,0,0,0,0
8793,L18793,L,302.3,313.2,1362,29.2,120,0,0,0,0,0,0
8794,M18794,M,302.3,311.0,1464,34.8,185,0,0,0,0,0,0
8795,L18795,L,302.3,310.0,1491,35.5,121,0,0,0,0,0,0
8796,L18796,L,302.4,313.6,1356,44.9,184,0,0,0,0,0,0
8797,L18797,L,302.4,311.5,1408,47.0,223,0,0,0,0,0,0
8798,M18798,M,302.4,314.1,1428,32.6,126,0,0,0,0,0,0
8799,L18799,L,302.4,313.0,1314,41.6,165,0,0,0,0,0,0
8800,L18800,L,302.5,313.3,1513,29.0,217,0,0,0,0,0,0
8801,M18801,M,302.5,313.6,1524,41.6,121,0,0,0,0,0,0
8802,L18802,L,302.5,312.6,1446,53.0,65,0,0,0,0,0,0
8803,L18803,L,302.5,312.6,1363,29.3,219,0,0,0,0,0,0
8804,H18804,H,302.5,313.8,1541,33.9,172,0,0,0,0,0,0
8805,M18805,M,302.5,312.6,1555,44.4,22,0,0,0,0,0,0
8806,H18806,H,302.5,311.8,1510,45.1,241,0,0,0,0,0,0
8807,L18807,L,302.6,313.1,1504,34.4,147,0,0,0,0,0,0
8808,M18808,M,302.5,310.4,1559,48.8,35,0,0,0,0,0,0
8809,L18809,L,302.5,313.9,1490,35.1,169,0,0,0,0,0,0
8810,L18810,L,302.6,313.9,1408,50.0,246,1,0,0,0,1,0
8811,L18811,L,302.5,313.7,1493,42.8,149,0,0,0,0,0,0
8812,L18812,L,302.5,313.7,1461,47.6,187,0,0,0,0,0,0
8813,H18813,H,302.5,312.4,1493,42.2,10,0,0,0,0,0,0
8814,L18814,L,302.5,312.4,1588,43.9,27,0,0,0,0,0,0
8815,M18815,M,302.5,311.2,1380,44.3,44,0,0,0,0,0,0
8816,M18816,M,302.4,314.2,1518,46.9,123,0,0,0,0,0,0
8817,M18817,M,302.5,312.0,1375,39.8,121,0,0,0,0,0,0
8818,L18818,L,302.5,312.9,1408,34.6,246,0,0,0,0,0,0
8819,M18819,M,302.5,312.7,1657,39.5,149,0,0,0,0,0,0
8820,L18820,L,302.5,311.2,1546,36.0,80,0,0,0,0,0,0
8821,L18821,L,302.5,310.7,1516,36.4,190,0,0,0,0,0,0
8822,H18822,H,302.4,312.4,1334,49.9,158,0,0,0,0,0,0
8823,L18823,L,302.4,311.9,1476,43.7,10,0,0,0,0,0,0
8824,L18824,L,302.4,312.3,1293,43.5,35,0,0,0,0,0,0
8825,H18825,H,302.5,313.5,1504,46.4,77,0,0,0,0,0,0
8826,L18826,L,302.5,312.7,1375,43.7,34,0,0,0,0,0,0
8827,M18827,M,302.4,313.2,1556,51.2,126,0,0,0,0,0,0
8828,L18828,L,302.4,312.9,1516,27.4,150,0,0,0,0,0,0
8829,L18829,L,302.4,312.1,1378,34.0,28,0,0,0,0,0,0
8830,L18830,L,302.4,311.4,1538,35.8,150,0,0,0,0,0,0
8831,L18831,L,302.4,312.6,1709,31.7,235,1,1,0,0,0,0
8832,L18832,L,302.3,312.4,1480,40.7,123,0,0,0,0,0,0
8833,M18833,M,302.3,313.2,1588,41.0,250,0,0,0,0,0,0
8834,M18834,M,302.2,312.1,1290,51.9,227,0,0,0,0,0,0
8835,H18835,H,302.3,312.0,1547,45.4,15,0,0,0,0,0,0
8836,L18836,L,302.3,312.0,1443,37.0,102,0,0,0,0,0,0
8837,M18837,M,302.2,311.3,1473,43.0,83,0,0,0,0,0,0
8838,M18838,M,302.2,313.6,1560,29.0,216,0,0,0,0,0,0
8839,H18839,H,302.3,313.4,1476,40.9,146,0,0,0,0,0,0
8840,L18840,L,302.2,311.0,1338,40.5,217,0,0,0,0,0,0
8841,M18841,M,302.2,313.0,1653,34.6,95,0,0,0,0,0,0
8842,H18842,H,302.2,310.4,1355,38.8,190,1,0,1,0,0,0
8843,L18843,L,302.2,313.2,1416,35.8,49,0,0,0,0,0,0
8844,H18844,H,302.2,311.5,1513,34.4,212,0,0,0,0,0,0
8845,L18845,L,302.2,312.5,1514,44.0,200,0,0,0,0,0,0
8846,M18846,M,302.2,310.2,1543,46.2,42,0,0,0,0,0,0
8847,H18847,H,302.2,311.0,1513,43.1,18,0,0,0,0,0,0
8848,M18848,M,302.3,312.8,1615,37.4,112,0,0,0,0,0,0
8849,L18849,L,302.3,311.6,1549,36.0,120,0,0,0,0,0,0
8850,L18850,L,302.3,311.5,1381,37.6,212,0,0,0,0,0,0
8851,H18851,H,302.4,313.8,1240,38.7,17,0,0,0,0,0,0
8852,L18852,L,302.5,314.7,1515,34.8,133,0,0,0,0,0,0
8853,L18853,L,302.5,313.4,1647,46.3,34,0,0,0,0,0,0
8854,M18854,M,302.4,311.3,1375,38.8,13,0,0,0,0,0,0
8855,L18855,L,302.5,314.2,1395,44.6,63,0,0,0,0,0,0
8856,L18856,L,302.4,310.9,1535,31.6,136,0,0,0,0,0,0
8857,L18857,L,302.5,312.2,1548,35.9,162,0,0,0,0,0,0
8858,L18858,L,302.5,312.5,1612,45.2,1,0,0,0,0,0,0
8859,M18859,M,302.5,314.4,1664,45.2,242,0,0,0,0,0,0
8860,M18860,M,302.5,313.4,1524,32.8,5,0,0,0,0,0,0
8861,M18861,M,302.5,312.0,1407,41.8,98,0,0,0,0,0,0
8862,H18862,H,302.5,311.6,1410,42.0,120,0,0,0,0,0,0
8863,H18863,H,302.5,313.5,1446,35.8,152,0,0,0,0,0,0
8864,M18864,M,302.5,312.0,1603,42.1,72,0,0,0,0,0,0
8865,L18865,L,302.5,312.7,1450,30.5,177,0,0,0,0,0,0
8866,M18866,M,302.5,311.1,1596,34.4,222,0,0,0,0,0,0
8867,L18867,L,302.5,313.0,1348,43.6,134,0,0,0,0,0,0
8868,M18868,M,302.4,312.9,1529,40.2,62,0,0,0,0,0,0
8869,M18869,M,302.4,311.2,1425,40.5,155,0,0,0,0,0,0
8870,L18870,L,302.4,313.5,1552,38.9,1,0,0,0,0,0,0
8871,H18871,H,302.4,313.0,1474,43.2,64,0,0,0,0,0,0
8872,L18872,L,302.3,313.1,1580,43.5,100,0,0,0,0,0,0
8873,M18873,M,302.2,311.8,1457,44.7,250,0,0,0,0,0,0
8874,L18874,L,302.2,312.3,1497,40.8,186,0,0,0,0,0,0
8875,H18875,H,302.2,312.3,1581,37.7,151,0,0,0,0,0,0
8876,L18876,L,302.2,312.1,1490,36.7,189,0,0,0,0,0,0
8877,L18877,L,302.2,312.4,1506,33.7,226,0,0,0,0,0,0
8878,L18878,L,302.3,313.5,1576,37.6,198,0,0,0,0,0,0
8879,L18879,L,302.3,313.3,1492,36.4,37,0,0,0,0,0,0
8880,L18880,L,302.3,311.1,1342,49.6,250,1,0,0,0,1,0
8881,M18881,M,302.3,313.3,1443,33.7,220,0,0,0,0,0,0
8882,L18882,L,302.3,313.5,1308,46.2,61,0,0,0,0,0,0
8883,L18883,L,302.4,312.2,1475,38.4,192,0,0,0,0,0,0
8884,L18884,L,302.4,312.9,1547,38.8,118,0,0,0,0,0,0
8885,H18885,H,302.4,312.9,1512,42.4,178,0,0,0,0,0,0
8886,M18886,M,302.4,311.5,1639,31.5,221,0,0,0,0,0,0
8887,M18887,M,302.3,312.0,1628,35.2,51,0,0,0,0,0,0
8888,M18888,M,302.4,313.1,1526,32.6,109,0,0,0,0,0,0
8889,L18889,L,302.4,311.9,1261,37.7,223,0,0,0,0,0,0
8890,L18890,L,302.3,313.3,1567,34.5,73,0,0,0,0,0,0
8891,L18891,L,302.4,313.7,1423,47.9,97,0,0,0,0,0,0
8892,H18892,H,302.3,313.5,1588,36.5,62,0,0,0,0,0,0
8893,H18893,H,302.4,314.3,1531,25.7,138,0,0,0,0,0,0
8894,L18894,L,302.5,312.4,1566,38.0,47,0,0,0,0,0,0
8895,L18895,L,302.5,312.7,1550,44.8,240,0,0,0,0,0,0
8896,L18896,L,302.5,312.8,1739,49.8,100,1,0,0,1,0,0
8897,L18897,L,302.4,312.4,1552,38.6,181,0,0,0,0,0,0
8898,M18898,M,302.4,312.9,1372,36.9,218,0,0,0,0,0,0
8899,L18899,L,302.4,310.7,1607,39.9,177,0,0,0,0,0,0
8900,H18900,H,302.4,312.6,1457,42.5,239,0,0,0,0,0,0
8901,L18901,L,302.5,311.1,1635,33.2,73,0,0,0,0,0,0
8902,H18902,H,302.5,311.5,1654,38.5,37,0,0,0,0,0,0
8903,M18903,M,302.5,313.2,1562,39.7,213,0,0,0,0,0,0
8904,M18904,M,302.5,312.3,1372,40.3,215,0,0,0,0,0,0
8905,M18905,M,302.5,313.2,1454,39.1,135,0,0,0,0,0,0
8906,M18906,M,302.4,312.2,1634,34.4,5,0,0,0,0,0,0
8907,M18907,M,302.5,313.6,1700,42.0,246,0,0,0,0,0,0
8908,M18908,M,302.6,312.4,1506,39.7,67,0,0,0,0,0,0
8909,M18909,M,302.6,310.7,1473,39.7,196,0,0,0,0,0,0
8910,H18910,H,302.6,312.8,1382,33.5,133,0,0,0,0,0,0
8911,M18911,M,302.6,310.4,1383,43.8,110,0,0,0,0,0,0
8912,M18912,M,302.6,311.2,1523,34.3,31,0,0,0,0,0,0
8913,H18913,H,302.7,311.8,1570,49.7,37,0,0,0,0,0,0
8914,L18914,L,302.6,311.6,1351,32.9,114,0,0,0,0,0,0
8915,L18915,L,302.6,312.0,1583,44.6,184,0,0,0,0,0,0
8916,L18916,L,302.6,311.5,1637,28.6,211,0,0,0,0,0,0
8917,M18917,M,302.5,311.1,1563,26.5,231,0,0,0,0,0,0
8918,H18918,H,302.6,314.2,1665,36.7,108,0,0,0,0,0,0
8919,L18919,L,302.5,311.8,1536,26.4,227,0,0,0,0,0,0
8920,M18920,M,302.6,310.3,1537,44.4,63,0,0,0,0,0,0
8921,M18921,M,302.5,312.1,1535,39.9,53,0,0,0,0,0,0
8922,L18922,L,302.4,311.3,1636,48.4,112,0,0,0,0,0,0
8923,M18923,M,302.3,311.5,1554,39.0,13,0,0,0,0,0,0
8924,H18924,H,302.3,313.0,1447,41.5,63,0,0,0,0,0,0
8925,L18925,L,302.4,311.9,1542,38.4,177,0,0,0,0,0,0
8926,M18926,M,302.4,311.3,1543,34.8,174,0,0,0,0,0,0
8927,M18927,M,302.3,312.8,1479,37.6,53,0,0,0,0,0,0
8928,L18928,L,302.4,313.5,1602,32.8,18,0,0,0,0,0,0
8929,L18929,L,302.5,313.0,1509,42.3,202,0,0,0,0,0,0
8930,H18930,H,302.5,310.0,1571,38.2,166,0,0,0,0,0,0
8931,L18931,L,302.6,311.4,1551,39.4,192,0,0,0,0,0,0
8932,L18932,L,302.6,312.6,1427,56.9,125,0,0,0,0,0,0
8933,L18933,L,302.6,312.4,1402,37.6,226,0,0,0,0,0,0
8934,M18934,M,302.6,312.3,1428,41.9,210,0,0,0,0,0,0
8935,M18935,M,302.6,311.6,1492,39.7,59,0,0,0,0,0,0
8936,M18936,M,302.6,311.2,1659,46.9,160,0,0,0,0,0,0
8937,L18937,L,302.7,314.7,1495,41.4,31,0,0,0,0,0,0
8938,H18938,H,302.6,312.7,1537,38.4,35,0,0,0,0,0,0
8939,L18939,L,302.6,313.3,1587,53.8,151,0,0,0,0,0,0
8940,L18940,L,302.6,312.6,1464,34.8,170,0,0,0,0,0,0
8941,L18941,L,302.5,312.5,1459,38.8,198,0,0,0,0,0,0
8942,L18942,L,302.5,312.5,1605,45.5,198,0,0,0,0,0,0
8943,H18943,H,302.5,311.3,1557,35.1,45,0,0,0,0,0,0
8944,H18944,H,302.5,311.0,1444,44.6,174,0,0,0,0,0,0
8945,L18945,L,302.5,312.9,1459,37.1,196,0,0,0,0,0,0
8946,H18946,H,302.5,312.7,1509,46.0,13,0,0,0,0,0,0
8947,M18947,M,302.5,313.4,1533,45.9,172,0,0,0,0,0,0
8948,H18948,H,302.5,313.2,1624,39.5,179,0,0,0,0,0,0
8949,L18949,L,302.5,311.7,1553,34.0,217,0,0,0,0,0,0
8950,M18950,M,302.6,313.7,1402,37.7,117,0,0,0,0,0,0
8951,L18951,L,302.6,313.4,1421,39.9,49,0,0,0,0,0,0
8952,H18952,H,302.7,313.3,1531,45.3,64,0,0,0,0,0,0
8953,L18953,L,302.7,314.9,1514,41.9,76,0,0,0,0,0,0
8954,M18954,M,302.6,314.7,1416,43.2,63,0,0,0,0,0,0
8955,L18955,L,302.6,313.3,1605,42.1,22,0,0,0,0,0,0
8956,L18956,L,302.7,313.2,1275,45.1,124,0,0,0,0,0,0
8957,M18957,M,302.7,313.7,1534,38.8,83,0,0,0,0,0,0
8958,H18958,H,302.7,312.1,1345,41.0,198,0,0,0,0,0,0
8959,M18959,M,302.7,312.1,1588,40.2,69,0,0,0,0,0,0
8960,H18960,H,302.7,313.4,1474,37.4,186,0,0,0,0,0,0
8961,L18961,L,302.7,311.9,1575,46.1,72,0,0,0,0,0,0
8962,M18962,M,302.8,313.4,1461,45.9,91,0,0,0,0,0,0
8963,L18963,L,302.8,313.0,1633,47.2,73,0,0,0,0,0,0
8964,L18964,L,302.7,311.9,1313,35.4,181,0,0,0,0,0,0
8965,M18965,M,302.7,312.7,1588,42.1,226,0,0,0,0,0,0
8966,M18966,M,302.7,314.1,1439,46.6,198,0,0,0,0,0,0
8967,M18967,M,302.9,312.9,1538,49.0,216,0,0,0,0,0,0
8968,M18968,M,302.8,312.9,1542,30.9,221,0,0,0,0,0,0
8969,M18969,M,302.9,313.2,1361,40.0,234,0,0,0,0,0,0
8970,L18970,L,302.8,313.3,1600,38.9,153,0,0,0,0,0,0
8971,L18971,L,302.8,312.5,1539,49.5,43,0,0,0,0,0,0
8972,M18972,M,302.8,313.1,1512,26.7,75,0,0,0,0,0,0
8973,L18973,L,302.7,311.6,1539,33.7,140,0,0,0,0,0,0
8974,L18974,L,302.7,311.9,1513,48.6,181,0,0,0,0,0,0
8975,L18975,L,302.6,311.9,1583,37.2,118,0,0,0,0,0,0
8976,M18976,M,302.6,313.1,1453,32.2,39,0,0,0,0,0,0
8977,L18977,L,302.6,312.7,1584,49.1,3,0,0,0,0,0,0
8978,M18978,M,302.5,312.4,1557,31.4,180,0,0,0,0,0,0
8979,M18979,M,302.6,313.3,1483,46.1,243,0,0,0,0,0,0
8980,L18980,L,302.6,313.0,1685,30.6,128,0,0,0,0,0,0
8981,M18981,M,302.5,312.2,1545,31.3,5,0,0,0,0,0,0
8982,M18982,M,302.5,311.5,1520,41.2,54,0,0,0,0,0,0
8983,M18983,M,302.5,311.7,1557,34.9,65,0,0,0,0,0,0
